Customer_ID,Event_Timestamp,Event_Type,Event_Value
1379,23-03-2024,login,2
1683,02-02-2024,email_open,1
489,04-03-2024,email_open,3
1823,17-02-2024,email_open,4
1617,16-01-2024,login,1
1527,26-06-2024,login,6
1074,23-04-2024,sensor_trigger,2
1111,30-05-2024,email_open,5
1727,26-01-2024,login,8
303,23-02-2024,login,4
1025,20-06-2024,email_open,5
1405,06-02-2024,email_open,9
1978,09-01-2024,email_open,2
650,13-01-2024,sensor_trigger,2
648,29-02-2024,sensor_trigger,6
1386,15-04-2024,sensor_trigger,6
381,05-05-2024,email_open,3
1690,20-03-2024,login,9
162,07-05-2024,email_open,1
19,09-05-2024,login,3
974,29-02-2024,sensor_trigger,8
1864,24-04-2024,sensor_trigger,8
243,12-02-2024,sensor_trigger,4
129,26-05-2024,login,8
1200,03-05-2024,login,8
409,18-05-2024,email_open,1
792,16-02-2024,email_open,3
943,03-03-2024,email_open,1
1108,14-05-2024,sensor_trigger,2
1400,03-04-2024,email_open,4
222,02-05-2024,sensor_trigger,3
1349,31-01-2024,login,6
1475,24-02-2024,sensor_trigger,5
1440,01-06-2024,sensor_trigger,5
1681,30-01-2024,sensor_trigger,7
445,05-02-2024,login,7
618,19-02-2024,login,9
1349,21-05-2024,email_open,8
523,29-01-2024,email_open,3
166,03-06-2024,email_open,2
708,26-04-2024,login,1
743,26-06-2024,login,6
1683,05-02-2024,login,4
1895,10-06-2024,login,3
1262,21-01-2024,login,2
1009,07-02-2024,sensor_trigger,2
913,15-03-2024,email_open,4
1037,26-06-2024,sensor_trigger,1
1755,05-05-2024,email_open,6
1281,06-02-2024,sensor_trigger,5
1538,29-04-2024,login,9
1234,26-05-2024,email_open,2
1508,27-04-2024,sensor_trigger,9
365,01-01-2024,email_open,9
225,16-06-2024,login,9
996,24-02-2024,login,4
194,02-06-2024,email_open,5
1220,19-06-2024,email_open,8
1424,28-02-2024,login,8
1796,20-02-2024,login,1
57,16-04-2024,login,1
1993,22-05-2024,sensor_trigger,6
1649,08-01-2024,email_open,7
213,03-04-2024,login,2
1303,21-05-2024,email_open,2
1780,06-04-2024,sensor_trigger,5
1404,07-01-2024,sensor_trigger,9
117,18-01-2024,login,5
1922,12-01-2024,email_open,8
1475,02-01-2024,sensor_trigger,8
599,26-06-2024,email_open,5
410,02-04-2024,email_open,8
1917,28-05-2024,login,8
1391,07-01-2024,sensor_trigger,5
1799,12-01-2024,sensor_trigger,5
812,24-03-2024,sensor_trigger,4
929,26-02-2024,email_open,1
1137,18-03-2024,sensor_trigger,9
1984,14-03-2024,sensor_trigger,2
1188,23-01-2024,email_open,1
4,30-01-2024,sensor_trigger,6
1654,20-04-2024,sensor_trigger,5
23,27-02-2024,email_open,1
921,04-04-2024,sensor_trigger,7
745,21-02-2024,login,7
602,25-02-2024,email_open,3
988,10-01-2024,sensor_trigger,8
1791,26-05-2024,login,6
1116,26-05-2024,email_open,4
469,17-04-2024,sensor_trigger,3
970,27-03-2024,email_open,1
1179,20-06-2024,login,2
1843,24-03-2024,email_open,2
627,04-01-2024,sensor_trigger,5
207,06-04-2024,login,4
1014,21-04-2024,email_open,2
81,20-05-2024,sensor_trigger,9
615,07-03-2024,sensor_trigger,7
483,19-05-2024,login,8
1989,02-04-2024,login,8
592,04-04-2024,email_open,2
1431,10-02-2024,sensor_trigger,5
1127,12-06-2024,login,3
1264,02-01-2024,sensor_trigger,9
1289,22-01-2024,email_open,9
33,29-05-2024,login,6
35,10-02-2024,email_open,4
1273,04-04-2024,email_open,8
1000,25-04-2024,login,5
1074,29-04-2024,email_open,3
280,14-01-2024,sensor_trigger,8
1778,02-04-2024,login,6
152,04-02-2024,sensor_trigger,5
1683,26-06-2024,email_open,1
1575,09-01-2024,login,3
701,27-04-2024,sensor_trigger,7
1561,05-04-2024,sensor_trigger,3
1780,28-02-2024,sensor_trigger,1
735,25-02-2024,sensor_trigger,8
1019,10-01-2024,sensor_trigger,7
1254,25-01-2024,email_open,5
665,21-06-2024,email_open,5
923,11-01-2024,email_open,6
1312,10-04-2024,email_open,7
1419,09-01-2024,email_open,3
453,14-05-2024,email_open,4
620,11-03-2024,email_open,1
1057,10-06-2024,sensor_trigger,7
1939,23-03-2024,email_open,2
1387,20-01-2024,sensor_trigger,7
1135,23-04-2024,login,6
1145,29-03-2024,email_open,4
16,05-01-2024,sensor_trigger,2
739,21-04-2024,login,7
1547,24-02-2024,login,7
715,29-03-2024,sensor_trigger,5
714,15-01-2024,sensor_trigger,9
98,24-06-2024,sensor_trigger,3
116,04-01-2024,email_open,9
965,18-03-2024,login,5
1495,29-04-2024,email_open,2
1463,22-04-2024,email_open,9
1305,21-01-2024,email_open,1
349,16-05-2024,login,1
232,06-03-2024,login,7
1997,16-04-2024,login,3
1135,11-06-2024,sensor_trigger,8
1376,21-04-2024,email_open,7
1954,26-04-2024,sensor_trigger,7
1036,27-06-2024,sensor_trigger,1
984,07-05-2024,email_open,1
1512,11-04-2024,login,2
1557,18-03-2024,email_open,2
639,06-02-2024,sensor_trigger,5
285,06-01-2024,login,9
1971,22-03-2024,login,7
1657,26-03-2024,sensor_trigger,2
636,22-03-2024,login,5
1943,20-02-2024,login,5
545,06-03-2024,email_open,8
392,05-04-2024,email_open,9
1194,24-05-2024,sensor_trigger,8
77,05-03-2024,sensor_trigger,2
1989,09-01-2024,sensor_trigger,4
297,20-05-2024,login,2
330,10-04-2024,sensor_trigger,6
1087,06-06-2024,email_open,4
270,31-01-2024,login,7
216,30-05-2024,sensor_trigger,2
1214,03-03-2024,login,9
1099,04-06-2024,login,5
1710,28-02-2024,login,1
510,10-01-2024,sensor_trigger,3
579,29-03-2024,login,4
1117,03-05-2024,login,3
1077,09-04-2024,login,6
496,30-03-2024,email_open,6
948,26-01-2024,sensor_trigger,7
94,17-03-2024,email_open,9
625,17-01-2024,login,9
229,16-06-2024,login,7
250,08-03-2024,email_open,1
1415,23-01-2024,login,3
721,11-06-2024,email_open,5
980,09-01-2024,login,6
182,14-02-2024,login,6
267,13-06-2024,login,5
1004,26-05-2024,login,6
281,15-03-2024,sensor_trigger,9
1979,27-01-2024,sensor_trigger,1
962,20-05-2024,sensor_trigger,1
667,19-05-2024,email_open,9
1107,09-01-2024,email_open,8
1210,01-04-2024,email_open,9
1885,17-03-2024,email_open,7
1675,24-03-2024,sensor_trigger,6
1591,17-03-2024,email_open,9
531,03-06-2024,email_open,2
1372,29-01-2024,email_open,4
423,29-05-2024,login,2
981,13-03-2024,email_open,6
1882,28-03-2024,login,1
454,15-04-2024,email_open,7
267,26-05-2024,email_open,7
507,07-02-2024,login,7
1166,04-04-2024,email_open,4
316,08-02-2024,login,8
1700,22-05-2024,email_open,5
764,23-02-2024,email_open,2
1256,08-06-2024,login,5
1321,19-04-2024,sensor_trigger,9
898,21-04-2024,login,1
953,22-06-2024,sensor_trigger,2
875,21-02-2024,login,8
1596,10-06-2024,sensor_trigger,5
916,04-02-2024,email_open,9
22,06-02-2024,sensor_trigger,6
384,18-03-2024,email_open,8
1150,01-03-2024,login,1
103,20-04-2024,sensor_trigger,9
900,23-04-2024,email_open,9
1976,25-06-2024,login,3
733,09-01-2024,sensor_trigger,1
110,19-01-2024,email_open,8
1594,30-04-2024,sensor_trigger,8
1496,14-04-2024,sensor_trigger,9
1089,04-06-2024,email_open,6
1496,20-03-2024,email_open,9
1594,26-01-2024,login,9
670,14-06-2024,email_open,4
1100,09-02-2024,email_open,5
1043,25-01-2024,sensor_trigger,6
384,08-04-2024,email_open,6
190,27-04-2024,sensor_trigger,2
762,09-03-2024,sensor_trigger,4
360,11-03-2024,email_open,9
875,30-05-2024,email_open,7
886,29-03-2024,email_open,9
1476,05-03-2024,email_open,6
79,29-05-2024,login,7
596,04-03-2024,sensor_trigger,9
1196,27-02-2024,login,4
1236,04-06-2024,login,9
886,21-04-2024,sensor_trigger,3
1015,02-05-2024,login,8
1469,06-04-2024,email_open,3
149,15-04-2024,email_open,3
10,04-01-2024,email_open,3
1566,08-05-2024,email_open,9
792,26-01-2024,sensor_trigger,3
1968,02-02-2024,email_open,6
1079,27-01-2024,sensor_trigger,4
872,11-02-2024,sensor_trigger,2
1663,11-03-2024,sensor_trigger,3
180,04-03-2024,sensor_trigger,5
744,25-01-2024,login,4
381,12-03-2024,login,5
1446,14-04-2024,email_open,1
451,11-05-2024,sensor_trigger,4
1117,12-01-2024,email_open,3
1544,27-02-2024,email_open,2
1437,04-04-2024,email_open,7
1783,18-05-2024,email_open,9
394,10-04-2024,sensor_trigger,1
965,17-04-2024,sensor_trigger,7
1355,28-02-2024,login,1
1732,26-04-2024,sensor_trigger,5
433,12-06-2024,sensor_trigger,1
954,18-04-2024,email_open,3
1187,22-01-2024,sensor_trigger,8
946,05-03-2024,email_open,4
1064,19-02-2024,sensor_trigger,1
766,04-01-2024,login,1
908,28-06-2024,email_open,8
85,11-04-2024,sensor_trigger,8
784,12-02-2024,sensor_trigger,4
1614,14-04-2024,email_open,4
1749,22-06-2024,login,2
816,04-01-2024,login,2
1791,20-05-2024,sensor_trigger,6
1115,14-06-2024,sensor_trigger,8
1508,21-06-2024,sensor_trigger,7
1409,01-06-2024,email_open,7
1217,07-03-2024,email_open,3
1277,24-02-2024,email_open,2
1814,05-04-2024,sensor_trigger,7
1679,15-06-2024,login,4
1268,05-03-2024,email_open,1
1748,15-03-2024,login,1
707,09-05-2024,sensor_trigger,4
270,29-04-2024,email_open,5
841,26-03-2024,email_open,5
1043,02-03-2024,email_open,1
1064,22-06-2024,sensor_trigger,3
1634,21-04-2024,sensor_trigger,6
516,07-06-2024,sensor_trigger,7
1057,11-06-2024,login,1
1835,05-05-2024,login,8
1701,21-06-2024,email_open,4
450,17-03-2024,email_open,9
1563,01-05-2024,sensor_trigger,6
685,05-06-2024,sensor_trigger,1
1873,08-01-2024,sensor_trigger,2
625,23-02-2024,email_open,3
1970,14-05-2024,sensor_trigger,2
885,23-03-2024,login,7
1916,12-04-2024,login,1
1631,30-05-2024,email_open,9
319,09-04-2024,email_open,2
1769,01-02-2024,login,4
1670,02-03-2024,sensor_trigger,8
1148,21-06-2024,email_open,3
1396,30-01-2024,email_open,9
1375,15-04-2024,email_open,7
1347,08-02-2024,login,3
488,12-05-2024,email_open,3
451,22-01-2024,login,5
353,04-06-2024,login,5
1140,29-05-2024,sensor_trigger,5
955,07-05-2024,sensor_trigger,9
1037,29-01-2024,sensor_trigger,9
1941,19-06-2024,email_open,6
320,11-02-2024,login,7
1189,29-02-2024,email_open,8
1744,28-04-2024,login,9
85,17-03-2024,email_open,6
248,05-04-2024,login,8
1456,26-03-2024,sensor_trigger,2
568,21-04-2024,sensor_trigger,8
684,24-03-2024,email_open,2
1677,06-01-2024,login,8
644,13-03-2024,sensor_trigger,2
479,04-06-2024,login,3
713,17-03-2024,email_open,7
368,31-01-2024,sensor_trigger,9
1825,08-02-2024,email_open,3
1957,19-02-2024,email_open,5
1845,18-03-2024,login,9
357,05-05-2024,email_open,7
408,13-06-2024,email_open,2
1369,18-04-2024,login,5
179,28-03-2024,login,5
1449,15-01-2024,email_open,9
1565,20-02-2024,sensor_trigger,2
1467,23-01-2024,sensor_trigger,1
1960,01-06-2024,login,4
1843,22-06-2024,email_open,4
1330,30-05-2024,sensor_trigger,1
367,10-01-2024,login,7
1060,13-03-2024,login,2
463,22-04-2024,login,9
1645,17-03-2024,email_open,7
828,01-02-2024,login,7
1170,22-04-2024,sensor_trigger,1
1812,27-06-2024,email_open,9
1925,17-06-2024,sensor_trigger,9
146,05-03-2024,sensor_trigger,2
380,10-04-2024,sensor_trigger,9
168,16-06-2024,email_open,2
1793,18-01-2024,sensor_trigger,2
1299,12-06-2024,login,8
87,31-01-2024,login,3
154,23-02-2024,sensor_trigger,3
497,03-03-2024,login,7
1821,01-01-2024,email_open,6
315,28-06-2024,email_open,7
1855,09-01-2024,login,6
1634,29-04-2024,login,9
723,01-04-2024,email_open,2
1982,30-03-2024,sensor_trigger,8
1584,25-04-2024,email_open,6
1854,25-02-2024,sensor_trigger,4
1298,23-06-2024,login,6
1730,03-01-2024,login,6
764,09-05-2024,sensor_trigger,3
1819,23-02-2024,sensor_trigger,8
262,06-02-2024,email_open,5
487,07-06-2024,sensor_trigger,4
454,06-04-2024,login,2
443,12-01-2024,login,1
1286,21-04-2024,login,7
543,02-06-2024,sensor_trigger,3
1129,18-03-2024,sensor_trigger,3
350,19-05-2024,login,3
824,30-03-2024,sensor_trigger,3
438,23-05-2024,email_open,2
169,12-03-2024,email_open,6
1772,25-06-2024,sensor_trigger,3
1810,25-06-2024,sensor_trigger,1
1367,01-04-2024,login,9
1254,07-01-2024,sensor_trigger,6
23,15-01-2024,login,6
988,14-04-2024,email_open,9
676,12-06-2024,sensor_trigger,2
281,12-03-2024,email_open,9
1543,14-03-2024,sensor_trigger,3
722,22-05-2024,sensor_trigger,3
253,02-03-2024,login,3
404,25-05-2024,login,1
133,15-02-2024,sensor_trigger,7
1298,14-04-2024,sensor_trigger,7
618,18-04-2024,login,2
232,01-03-2024,email_open,6
545,30-04-2024,sensor_trigger,4
79,12-02-2024,login,7
1059,20-06-2024,sensor_trigger,7
495,08-04-2024,login,4
1134,24-02-2024,email_open,3
1345,15-06-2024,sensor_trigger,7
1599,12-05-2024,sensor_trigger,9
328,21-04-2024,email_open,4
967,22-05-2024,sensor_trigger,6
1833,31-03-2024,sensor_trigger,7
690,16-01-2024,sensor_trigger,3
384,26-02-2024,login,5
1388,11-04-2024,login,1
1256,25-01-2024,sensor_trigger,6
1640,22-01-2024,email_open,5
1438,07-06-2024,email_open,7
1318,02-05-2024,sensor_trigger,9
547,10-06-2024,login,4
1730,27-03-2024,login,9
1198,23-05-2024,sensor_trigger,6
392,22-05-2024,login,5
1126,22-03-2024,login,2
1860,11-04-2024,email_open,1
1317,20-05-2024,sensor_trigger,8
1109,24-01-2024,login,6
909,20-05-2024,login,7
1225,05-02-2024,login,6
685,18-02-2024,sensor_trigger,7
541,22-03-2024,sensor_trigger,9
297,17-02-2024,login,5
56,06-04-2024,email_open,1
1496,11-04-2024,email_open,1
1040,19-06-2024,sensor_trigger,9
1676,06-01-2024,email_open,5
66,08-03-2024,login,2
958,14-01-2024,sensor_trigger,3
1683,30-01-2024,sensor_trigger,1
1694,19-04-2024,email_open,6
1936,08-01-2024,sensor_trigger,6
1496,06-03-2024,email_open,3
1933,11-05-2024,email_open,3
1605,24-03-2024,login,7
1047,29-04-2024,email_open,1
702,22-02-2024,email_open,5
760,08-04-2024,sensor_trigger,3
486,14-03-2024,login,5
1439,22-05-2024,login,4
821,09-04-2024,email_open,6
888,08-05-2024,sensor_trigger,9
1681,29-05-2024,sensor_trigger,2
1920,15-01-2024,sensor_trigger,8
1329,22-01-2024,login,2
177,26-06-2024,login,4
195,17-02-2024,email_open,9
1946,26-04-2024,email_open,4
1037,13-03-2024,sensor_trigger,7
876,29-04-2024,email_open,5
166,27-06-2024,sensor_trigger,2
1174,17-01-2024,login,8
1365,15-04-2024,email_open,2
1949,23-03-2024,sensor_trigger,3
557,13-04-2024,login,7
1198,31-03-2024,sensor_trigger,5
167,27-06-2024,email_open,3
709,13-06-2024,sensor_trigger,2
718,18-02-2024,login,6
1618,28-02-2024,email_open,1
1604,17-05-2024,login,8
97,30-01-2024,email_open,5
679,25-03-2024,sensor_trigger,5
404,21-01-2024,login,2
1101,03-02-2024,login,7
1261,13-03-2024,sensor_trigger,5
1732,07-04-2024,login,8
291,26-06-2024,login,5
136,16-03-2024,login,9
1844,23-06-2024,login,5
1832,25-03-2024,sensor_trigger,3
889,24-03-2024,login,2
881,13-05-2024,login,5
367,26-06-2024,login,5
548,18-04-2024,email_open,6
902,03-03-2024,email_open,2
248,12-01-2024,sensor_trigger,5
766,17-06-2024,sensor_trigger,1
1238,07-06-2024,sensor_trigger,3
1788,02-01-2024,login,3
70,23-05-2024,email_open,3
746,08-05-2024,email_open,3
996,11-05-2024,sensor_trigger,8
329,16-02-2024,email_open,1
1040,21-02-2024,sensor_trigger,6
1511,16-02-2024,login,6
1198,08-04-2024,email_open,1
699,19-02-2024,login,1
806,14-02-2024,login,3
1761,11-02-2024,email_open,8
274,11-03-2024,sensor_trigger,6
524,26-02-2024,email_open,4
1846,02-02-2024,login,5
219,04-06-2024,sensor_trigger,3
1024,23-04-2024,login,6
1967,13-02-2024,sensor_trigger,6
513,23-04-2024,email_open,6
1423,25-02-2024,login,9
1135,13-02-2024,sensor_trigger,8
464,05-04-2024,sensor_trigger,6
1813,13-03-2024,email_open,2
1665,03-02-2024,sensor_trigger,4
1117,14-01-2024,sensor_trigger,6
451,05-06-2024,login,9
1420,04-05-2024,email_open,2
1916,19-03-2024,email_open,6
924,24-05-2024,login,7
1575,23-03-2024,login,8
933,16-05-2024,login,9
479,27-01-2024,sensor_trigger,5
316,25-06-2024,email_open,9
671,13-06-2024,email_open,9
698,04-06-2024,email_open,7
993,19-02-2024,sensor_trigger,2
1377,24-02-2024,email_open,8
768,11-05-2024,email_open,5
1263,07-04-2024,email_open,8
1128,26-05-2024,email_open,2
907,06-02-2024,login,7
878,11-05-2024,sensor_trigger,5
1053,06-02-2024,email_open,4
89,27-06-2024,email_open,6
375,08-06-2024,email_open,5
1421,21-06-2024,email_open,6
1587,21-04-2024,email_open,9
364,12-01-2024,login,1
1974,17-06-2024,login,1
147,25-02-2024,sensor_trigger,6
314,20-03-2024,sensor_trigger,2
548,14-01-2024,email_open,8
796,23-02-2024,email_open,7
1476,05-03-2024,login,6
899,25-04-2024,sensor_trigger,4
1530,27-02-2024,email_open,9
1510,05-04-2024,email_open,7
101,21-01-2024,email_open,7
107,04-01-2024,sensor_trigger,5
857,13-03-2024,login,1
937,06-05-2024,login,2
291,15-02-2024,email_open,8
1373,12-01-2024,email_open,5
617,07-05-2024,email_open,2
1757,30-01-2024,email_open,5
588,03-04-2024,email_open,8
1251,29-02-2024,sensor_trigger,4
596,09-04-2024,login,3
977,11-03-2024,sensor_trigger,5
1612,21-03-2024,sensor_trigger,7
1785,21-05-2024,email_open,2
1791,20-04-2024,sensor_trigger,1
1074,13-02-2024,login,5
868,17-04-2024,email_open,7
970,11-04-2024,login,8
722,02-06-2024,sensor_trigger,8
158,31-03-2024,email_open,9
328,18-04-2024,login,1
1769,16-01-2024,login,7
1907,19-04-2024,email_open,8
1101,07-01-2024,login,6
735,08-06-2024,email_open,4
633,29-03-2024,email_open,7
1478,04-04-2024,sensor_trigger,3
1334,16-01-2024,login,2
327,14-04-2024,email_open,6
508,01-05-2024,sensor_trigger,2
1877,29-03-2024,sensor_trigger,6
870,02-03-2024,email_open,3
1131,30-01-2024,email_open,2
241,19-05-2024,login,8
435,07-03-2024,login,4
1052,15-02-2024,login,4
704,12-02-2024,email_open,7
1273,14-02-2024,sensor_trigger,8
1388,20-03-2024,sensor_trigger,9
1749,01-02-2024,email_open,8
1557,08-01-2024,login,4
1496,22-04-2024,sensor_trigger,2
1691,02-03-2024,sensor_trigger,5
1563,20-01-2024,login,7
589,25-05-2024,sensor_trigger,2
1842,10-04-2024,login,4
413,06-01-2024,sensor_trigger,6
1959,24-03-2024,sensor_trigger,8
569,17-04-2024,sensor_trigger,6
1655,05-06-2024,login,6
1189,04-01-2024,sensor_trigger,6
989,11-03-2024,sensor_trigger,4
1600,19-06-2024,sensor_trigger,3
1072,24-03-2024,email_open,1
1686,10-06-2024,sensor_trigger,2
484,09-04-2024,sensor_trigger,2
1182,11-03-2024,login,7
668,02-02-2024,login,6
151,22-05-2024,email_open,8
225,29-04-2024,login,9
1284,16-06-2024,login,5
1411,02-04-2024,login,3
256,12-05-2024,email_open,4
61,26-06-2024,email_open,8
1888,08-04-2024,sensor_trigger,3
1796,06-03-2024,sensor_trigger,2
1857,23-02-2024,login,7
396,22-06-2024,sensor_trigger,4
1421,20-03-2024,sensor_trigger,8
1186,18-05-2024,email_open,1
380,03-05-2024,email_open,8
1467,25-06-2024,sensor_trigger,5
349,30-05-2024,sensor_trigger,2
1993,24-02-2024,sensor_trigger,1
31,05-01-2024,login,6
71,04-02-2024,email_open,9
397,02-04-2024,sensor_trigger,9
1462,28-04-2024,sensor_trigger,9
2,23-02-2024,login,4
929,03-01-2024,email_open,6
562,06-01-2024,login,6
1159,27-03-2024,login,5
146,19-04-2024,sensor_trigger,2
179,25-02-2024,login,7
264,02-01-2024,login,1
1335,22-03-2024,sensor_trigger,6
204,03-04-2024,email_open,5
1835,14-06-2024,sensor_trigger,5
699,05-01-2024,email_open,8
1054,22-06-2024,login,9
59,18-05-2024,login,7
1033,17-05-2024,sensor_trigger,8
988,10-02-2024,sensor_trigger,2
1348,25-04-2024,sensor_trigger,2
167,13-02-2024,login,8
1361,30-03-2024,login,6
907,02-02-2024,email_open,8
1403,25-02-2024,sensor_trigger,9
898,19-05-2024,login,9
791,02-01-2024,email_open,6
1727,01-01-2024,sensor_trigger,8
242,30-04-2024,sensor_trigger,2
1814,04-05-2024,email_open,8
1981,02-02-2024,email_open,3
1690,12-04-2024,email_open,1
908,05-02-2024,login,7
1184,28-05-2024,sensor_trigger,1
777,24-03-2024,sensor_trigger,1
1259,12-06-2024,email_open,1
1477,26-01-2024,login,4
1882,23-06-2024,email_open,4
199,08-05-2024,login,6
1501,14-06-2024,sensor_trigger,3
1057,21-05-2024,sensor_trigger,6
408,30-03-2024,login,7
1113,15-02-2024,sensor_trigger,1
1631,11-02-2024,sensor_trigger,6
221,14-05-2024,email_open,1
1093,24-02-2024,login,7
1318,25-02-2024,sensor_trigger,5
1261,27-04-2024,sensor_trigger,4
1931,16-03-2024,login,1
1184,03-03-2024,sensor_trigger,9
1856,31-05-2024,login,7
840,23-03-2024,login,2
788,08-04-2024,email_open,4
1314,11-05-2024,login,4
1903,11-02-2024,email_open,8
554,05-04-2024,sensor_trigger,2
1928,19-04-2024,login,5
578,10-03-2024,email_open,8
533,28-01-2024,login,6
335,05-05-2024,sensor_trigger,4
1021,01-04-2024,email_open,5
1606,09-02-2024,email_open,2
1797,27-06-2024,email_open,5
1526,05-06-2024,sensor_trigger,3
246,11-02-2024,email_open,3
1347,27-04-2024,sensor_trigger,7
1771,05-01-2024,sensor_trigger,3
1963,10-04-2024,login,4
1808,17-06-2024,sensor_trigger,7
611,01-03-2024,email_open,3
329,04-06-2024,email_open,2
547,10-02-2024,sensor_trigger,7
339,20-04-2024,sensor_trigger,5
1195,09-01-2024,login,1
1134,05-06-2024,login,8
994,14-06-2024,email_open,3
807,02-03-2024,sensor_trigger,7
1034,23-02-2024,email_open,6
1226,28-06-2024,sensor_trigger,6
1940,13-04-2024,email_open,8
1281,05-05-2024,email_open,4
1286,03-02-2024,email_open,4
693,13-06-2024,sensor_trigger,3
430,25-06-2024,login,1
1531,11-02-2024,login,3
1090,14-01-2024,sensor_trigger,1
806,02-02-2024,login,6
1697,27-04-2024,email_open,8
1603,07-04-2024,sensor_trigger,3
612,01-04-2024,sensor_trigger,4
1613,09-04-2024,login,5
35,27-03-2024,login,7
1999,24-05-2024,email_open,6
557,03-05-2024,sensor_trigger,2
1686,01-02-2024,login,7
491,10-04-2024,sensor_trigger,8
1604,08-02-2024,email_open,1
254,03-04-2024,email_open,6
17,10-01-2024,email_open,9
261,31-05-2024,sensor_trigger,7
1749,09-04-2024,sensor_trigger,5
1849,27-02-2024,sensor_trigger,9
1280,10-04-2024,sensor_trigger,2
728,04-03-2024,sensor_trigger,7
1887,19-01-2024,email_open,9
1448,10-04-2024,email_open,2
501,26-04-2024,email_open,6
1016,15-05-2024,login,9
286,11-03-2024,email_open,3
1962,09-02-2024,sensor_trigger,8
7,13-01-2024,email_open,5
1521,10-04-2024,login,7
1916,03-05-2024,login,3
1223,03-06-2024,login,8
1627,22-03-2024,login,2
659,28-03-2024,login,8
937,14-04-2024,sensor_trigger,2
1442,09-05-2024,email_open,7
1686,16-01-2024,sensor_trigger,2
52,14-01-2024,sensor_trigger,7
243,07-05-2024,login,1
1243,24-05-2024,email_open,6
518,29-02-2024,email_open,7
970,17-01-2024,email_open,4
109,14-02-2024,login,1
1375,07-02-2024,sensor_trigger,6
921,03-05-2024,email_open,4
66,13-04-2024,sensor_trigger,3
1034,04-03-2024,email_open,4
202,30-04-2024,email_open,6
1818,06-01-2024,email_open,5
901,21-04-2024,email_open,2
214,11-04-2024,login,2
68,18-02-2024,login,3
759,21-01-2024,sensor_trigger,6
866,23-01-2024,login,1
327,16-03-2024,email_open,7
1074,04-03-2024,sensor_trigger,8
1041,05-06-2024,sensor_trigger,7
523,27-01-2024,sensor_trigger,3
1845,13-05-2024,email_open,6
