Customer_ID,Event_Timestamp,Event_Type,Event_Value
659,05-01-2024 00:00,sensor_trigger,4
6,05-01-2024 00:00,Complaints,4
701,05-01-2024 00:00,email_open,1
517,05-01-2024 00:00,sensor_trigger,7
753,05-01-2024 00:00,Returns,2
36,05-01-2024 00:00,Returns,1
971,05-01-2024 00:00,email_open,3
808,05-01-2024 00:00,sensor_trigger,9
973,05-01-2024 00:00,Complaints,3
63,05-01-2024 00:00,email_open,3
529,05-01-2024 00:00,login,2
93,05-01-2024 00:00,login,4
909,05-01-2024 00:00,sensor_trigger,1
686,05-01-2024 00:00,Returns,1
491,05-01-2024 00:00,email_open,4
63,05-01-2024 00:00,email_open,3
106,05-01-2024 00:00,Returns,1
281,05-01-2024 00:00,login,2
797,05-01-2024 00:00,Returns,2
254,05-01-2024 00:00,email_open,4
770,05-01-2024 00:00,Complaints,2
554,05-01-2024 00:00,email_open,4
162,05-01-2024 00:00,email_open,4
486,05-01-2024 00:00,login,2
548,05-01-2024 00:00,sensor_trigger,8
869,06-01-2024 00:00,Complaints,7
803,06-01-2024 00:00,email_open,3
910,06-01-2024 00:00,email_open,3
98,06-01-2024 00:00,login,1
651,06-01-2024 00:00,login,2
631,06-01-2024 00:00,login,3
763,06-01-2024 00:00,Returns,1
274,06-01-2024 00:00,Returns,1
867,06-01-2024 00:00,Complaints,2
336,06-01-2024 00:00,login,4
693,06-01-2024 00:00,login,1
210,06-01-2024 00:00,email_open,2
751,06-01-2024 00:00,email_open,1
305,06-01-2024 00:00,login,1
392,06-01-2024 00:00,Complaints,6
477,06-01-2024 00:00,Complaints,4
322,06-01-2024 00:00,Complaints,7
758,06-01-2024 00:00,Returns,2
768,06-01-2024 00:00,email_open,2
635,06-01-2024 00:00,Returns,2
928,06-01-2024 00:00,sensor_trigger,2
57,06-01-2024 00:00,Complaints,2
832,06-01-2024 00:00,sensor_trigger,3
535,06-01-2024 00:00,Complaints,5
796,07-01-2024 00:00,email_open,3
605,07-01-2024 00:00,Complaints,6
743,07-01-2024 00:00,Complaints,3
444,07-01-2024 00:00,email_open,4
148,07-01-2024 00:00,sensor_trigger,5
250,07-01-2024 00:00,email_open,3
673,07-01-2024 00:00,Returns,2
956,07-01-2024 00:00,Complaints,5
373,07-01-2024 00:00,Complaints,4
316,07-01-2024 00:00,email_open,2
674,07-01-2024 00:00,Complaints,2
688,07-01-2024 00:00,Complaints,6
119,07-01-2024 00:00,Returns,2
665,07-01-2024 00:00,Returns,1
289,07-01-2024 00:00,sensor_trigger,7
858,07-01-2024 00:00,email_open,3
223,07-01-2024 00:00,email_open,1
732,07-01-2024 00:00,Complaints,1
198,07-01-2024 00:00,login,2
720,07-01-2024 00:00,login,1
698,07-01-2024 00:00,sensor_trigger,6
214,07-01-2024 00:00,email_open,2
351,07-01-2024 00:00,Complaints,3
430,08-01-2024 00:00,email_open,4
9,08-01-2024 00:00,email_open,3
395,08-01-2024 00:00,sensor_trigger,8
941,08-01-2024 00:00,sensor_trigger,1
64,08-01-2024 00:00,email_open,1
682,08-01-2024 00:00,Complaints,2
822,08-01-2024 00:00,Complaints,2
581,08-01-2024 00:00,email_open,2
24,08-01-2024 00:00,Complaints,6
839,08-01-2024 00:00,Complaints,6
162,08-01-2024 00:00,login,1
741,08-01-2024 00:00,Returns,2
273,08-01-2024 00:00,Returns,2
347,08-01-2024 00:00,Complaints,1
338,08-01-2024 00:00,email_open,2
616,08-01-2024 00:00,sensor_trigger,4
790,08-01-2024 00:00,sensor_trigger,6
84,08-01-2024 00:00,Complaints,4
346,08-01-2024 00:00,email_open,2
82,08-01-2024 00:00,Returns,1
189,08-01-2024 00:00,Returns,1
12,08-01-2024 00:00,email_open,4
967,08-01-2024 00:00,Returns,2
174,08-01-2024 00:00,login,4
696,08-01-2024 00:00,sensor_trigger,8
555,08-01-2024 00:00,login,4
515,08-01-2024 00:00,Returns,2
843,08-01-2024 00:00,Returns,1
110,08-01-2024 00:00,Returns,1
398,08-01-2024 00:00,login,4
452,09-01-2024 00:00,sensor_trigger,8
343,09-01-2024 00:00,login,2
307,09-01-2024 00:00,Returns,1
428,09-01-2024 00:00,Complaints,4
734,09-01-2024 00:00,Complaints,7
759,09-01-2024 00:00,Returns,2
98,09-01-2024 00:00,login,2
743,09-01-2024 00:00,Returns,1
356,09-01-2024 00:00,sensor_trigger,7
348,09-01-2024 00:00,email_open,2
924,09-01-2024 00:00,Returns,1
327,09-01-2024 00:00,login,3
166,09-01-2024 00:00,email_open,4
927,09-01-2024 00:00,Complaints,1
898,09-01-2024 00:00,Returns,2
268,09-01-2024 00:00,Returns,2
303,09-01-2024 00:00,Complaints,4
146,09-01-2024 00:00,sensor_trigger,4
662,09-01-2024 00:00,login,1
757,09-01-2024 00:00,login,4
118,09-01-2024 00:00,Complaints,4
183,09-01-2024 00:00,Returns,1
178,09-01-2024 00:00,sensor_trigger,4
705,09-01-2024 00:00,Returns,2
36,09-01-2024 00:00,login,1
896,09-01-2024 00:00,Complaints,6
286,10-01-2024 00:00,sensor_trigger,3
660,10-01-2024 00:00,login,1
577,10-01-2024 00:00,Returns,2
728,10-01-2024 00:00,login,1
242,10-01-2024 00:00,sensor_trigger,1
542,10-01-2024 00:00,Complaints,7
4,10-01-2024 00:00,sensor_trigger,5
74,10-01-2024 00:00,Complaints,1
915,10-01-2024 00:00,login,1
910,10-01-2024 00:00,sensor_trigger,7
816,10-01-2024 00:00,login,1
663,10-01-2024 00:00,Complaints,6
507,10-01-2024 00:00,email_open,2
992,10-01-2024 00:00,Complaints,5
697,10-01-2024 00:00,sensor_trigger,1
755,10-01-2024 00:00,Complaints,1
788,10-01-2024 00:00,Complaints,1
562,10-01-2024 00:00,Returns,1
658,10-01-2024 00:00,Complaints,4
451,10-01-2024 00:00,Complaints,7
249,10-01-2024 00:00,Returns,2
343,11-01-2024 00:00,sensor_trigger,5
909,11-01-2024 00:00,sensor_trigger,5
356,11-01-2024 00:00,Returns,1
699,11-01-2024 00:00,Complaints,1
480,11-01-2024 00:00,email_open,2
730,11-01-2024 00:00,Complaints,6
842,11-01-2024 00:00,sensor_trigger,5
246,11-01-2024 00:00,sensor_trigger,7
756,11-01-2024 00:00,Complaints,5
4,11-01-2024 00:00,login,1
476,11-01-2024 00:00,login,4
235,11-01-2024 00:00,Complaints,2
731,11-01-2024 00:00,Complaints,4
566,11-01-2024 00:00,Returns,1
799,11-01-2024 00:00,login,3
479,11-01-2024 00:00,Returns,2
425,11-01-2024 00:00,login,2
349,11-01-2024 00:00,email_open,1
693,11-01-2024 00:00,Complaints,4
363,11-01-2024 00:00,email_open,4
325,11-01-2024 00:00,email_open,1
487,11-01-2024 00:00,login,1
87,11-01-2024 00:00,email_open,1
114,11-01-2024 00:00,sensor_trigger,3
643,11-01-2024 00:00,sensor_trigger,9
411,11-01-2024 00:00,email_open,3
340,12-01-2024 00:00,email_open,2
157,12-01-2024 00:00,sensor_trigger,8
730,12-01-2024 00:00,Complaints,6
446,12-01-2024 00:00,login,4
376,12-01-2024 00:00,login,2
976,12-01-2024 00:00,email_open,4
62,12-01-2024 00:00,email_open,3
956,12-01-2024 00:00,login,1
649,12-01-2024 00:00,sensor_trigger,1
91,12-01-2024 00:00,login,1
394,12-01-2024 00:00,login,2
737,12-01-2024 00:00,sensor_trigger,5
386,12-01-2024 00:00,email_open,4
134,12-01-2024 00:00,email_open,4
339,12-01-2024 00:00,Complaints,3
45,12-01-2024 00:00,Complaints,5
816,12-01-2024 00:00,email_open,3
155,12-01-2024 00:00,Returns,2
108,12-01-2024 00:00,login,4
991,12-01-2024 00:00,sensor_trigger,8
807,12-01-2024 00:00,Complaints,2
636,12-01-2024 00:00,sensor_trigger,8
330,12-01-2024 00:00,login,4
721,12-01-2024 00:00,login,1
872,12-01-2024 00:00,sensor_trigger,7
354,12-01-2024 00:00,email_open,1
711,12-01-2024 00:00,login,4
559,12-01-2024 00:00,Complaints,7
524,12-01-2024 00:00,login,3
386,12-01-2024 00:00,Complaints,5
198,12-01-2024 00:00,login,3
985,13-01-2024 00:00,Returns,1
89,13-01-2024 00:00,Complaints,1
966,13-01-2024 00:00,sensor_trigger,7
179,13-01-2024 00:00,login,1
356,13-01-2024 00:00,sensor_trigger,2
367,13-01-2024 00:00,Returns,1
406,13-01-2024 00:00,Returns,2
7,13-01-2024 00:00,login,3
979,13-01-2024 00:00,Returns,2
739,13-01-2024 00:00,login,1
94,13-01-2024 00:00,Complaints,7
263,13-01-2024 00:00,Returns,1
229,13-01-2024 00:00,Complaints,1
645,13-01-2024 00:00,Complaints,2
871,13-01-2024 00:00,sensor_trigger,2
448,13-01-2024 00:00,Complaints,1
232,13-01-2024 00:00,login,4
92,13-01-2024 00:00,email_open,3
446,13-01-2024 00:00,email_open,2
757,13-01-2024 00:00,login,2
666,13-01-2024 00:00,login,1
618,13-01-2024 00:00,email_open,3
663,13-01-2024 00:00,email_open,1
813,13-01-2024 00:00,email_open,4
325,13-01-2024 00:00,Complaints,4
480,14-01-2024 00:00,Complaints,6
90,14-01-2024 00:00,login,4
622,14-01-2024 00:00,Returns,1
185,14-01-2024 00:00,email_open,3
305,14-01-2024 00:00,sensor_trigger,9
156,14-01-2024 00:00,login,1
943,14-01-2024 00:00,Returns,1
728,14-01-2024 00:00,email_open,2
137,14-01-2024 00:00,email_open,4
906,14-01-2024 00:00,sensor_trigger,7
166,14-01-2024 00:00,sensor_trigger,6
954,14-01-2024 00:00,Returns,1
978,14-01-2024 00:00,Complaints,4
723,14-01-2024 00:00,Returns,2
374,14-01-2024 00:00,login,2
39,14-01-2024 00:00,sensor_trigger,5
807,14-01-2024 00:00,email_open,2
690,14-01-2024 00:00,sensor_trigger,4
115,14-01-2024 00:00,Complaints,2
15,14-01-2024 00:00,email_open,1
793,14-01-2024 00:00,Returns,1
653,14-01-2024 00:00,sensor_trigger,9
185,14-01-2024 00:00,login,2
737,14-01-2024 00:00,sensor_trigger,8
99,15-01-2024 00:00,email_open,4
104,15-01-2024 00:00,email_open,3
484,15-01-2024 00:00,email_open,2
928,15-01-2024 00:00,email_open,1
442,15-01-2024 00:00,email_open,1
79,15-01-2024 00:00,email_open,4
661,15-01-2024 00:00,Complaints,4
119,15-01-2024 00:00,Complaints,4
530,15-01-2024 00:00,login,2
198,15-01-2024 00:00,sensor_trigger,5
712,15-01-2024 00:00,email_open,1
273,15-01-2024 00:00,sensor_trigger,2
790,15-01-2024 00:00,Returns,2
416,15-01-2024 00:00,Returns,2
645,15-01-2024 00:00,login,2
323,15-01-2024 00:00,sensor_trigger,5
139,15-01-2024 00:00,Complaints,5
173,15-01-2024 00:00,sensor_trigger,7
68,15-01-2024 00:00,email_open,3
588,15-01-2024 00:00,login,4
355,15-01-2024 00:00,Returns,1
929,15-01-2024 00:00,Complaints,1
151,15-01-2024 00:00,Complaints,1
807,15-01-2024 00:00,Complaints,7
873,15-01-2024 00:00,email_open,4
687,15-01-2024 00:00,Complaints,7
536,15-01-2024 00:00,email_open,1
934,15-01-2024 00:00,email_open,1
619,16-01-2024 00:00,login,2
721,16-01-2024 00:00,sensor_trigger,6
31,16-01-2024 00:00,Returns,1
237,16-01-2024 00:00,Returns,1
953,16-01-2024 00:00,sensor_trigger,9
21,16-01-2024 00:00,sensor_trigger,1
86,16-01-2024 00:00,sensor_trigger,9
221,16-01-2024 00:00,email_open,4
775,16-01-2024 00:00,email_open,2
534,16-01-2024 00:00,sensor_trigger,5
80,16-01-2024 00:00,sensor_trigger,8
220,16-01-2024 00:00,email_open,3
159,16-01-2024 00:00,Complaints,6
631,16-01-2024 00:00,login,3
76,16-01-2024 00:00,Complaints,1
352,16-01-2024 00:00,Complaints,3
406,16-01-2024 00:00,sensor_trigger,7
631,16-01-2024 00:00,sensor_trigger,1
110,16-01-2024 00:00,email_open,2
270,16-01-2024 00:00,email_open,2
287,16-01-2024 00:00,sensor_trigger,1
773,16-01-2024 00:00,Returns,1
757,17-01-2024 00:00,email_open,3
775,17-01-2024 00:00,email_open,2
585,17-01-2024 00:00,email_open,4
476,17-01-2024 00:00,email_open,2
999,17-01-2024 00:00,Returns,1
239,17-01-2024 00:00,email_open,1
965,17-01-2024 00:00,email_open,4
904,17-01-2024 00:00,sensor_trigger,4
363,17-01-2024 00:00,sensor_trigger,7
853,17-01-2024 00:00,Returns,1
737,17-01-2024 00:00,login,4
905,17-01-2024 00:00,sensor_trigger,4
436,17-01-2024 00:00,sensor_trigger,6
185,17-01-2024 00:00,email_open,1
604,17-01-2024 00:00,Returns,1
567,17-01-2024 00:00,email_open,3
929,17-01-2024 00:00,login,3
578,17-01-2024 00:00,email_open,4
193,17-01-2024 00:00,email_open,4
133,17-01-2024 00:00,Complaints,1
851,17-01-2024 00:00,sensor_trigger,8
159,17-01-2024 00:00,Returns,1
293,17-01-2024 00:00,Returns,2
381,17-01-2024 00:00,Returns,1
448,17-01-2024 00:00,email_open,3
40,17-01-2024 00:00,login,4
697,17-01-2024 00:00,sensor_trigger,1
746,17-01-2024 00:00,Complaints,4
193,18-01-2024 00:00,login,2
943,18-01-2024 00:00,email_open,2
718,18-01-2024 00:00,email_open,4
323,18-01-2024 00:00,email_open,4
228,18-01-2024 00:00,Complaints,2
525,18-01-2024 00:00,Returns,1
734,18-01-2024 00:00,sensor_trigger,7
658,18-01-2024 00:00,login,2
729,18-01-2024 00:00,sensor_trigger,3
909,18-01-2024 00:00,email_open,2
766,18-01-2024 00:00,login,2
658,18-01-2024 00:00,email_open,2
465,18-01-2024 00:00,sensor_trigger,9
880,18-01-2024 00:00,sensor_trigger,4
674,18-01-2024 00:00,sensor_trigger,1
433,18-01-2024 00:00,login,1
367,18-01-2024 00:00,email_open,1
165,18-01-2024 00:00,sensor_trigger,3
331,18-01-2024 00:00,login,2
34,18-01-2024 00:00,login,1
461,18-01-2024 00:00,email_open,4
185,18-01-2024 00:00,Returns,2
929,18-01-2024 00:00,Complaints,4
480,18-01-2024 00:00,email_open,1
983,18-01-2024 00:00,login,3
965,18-01-2024 00:00,sensor_trigger,7
477,18-01-2024 00:00,email_open,1
49,18-01-2024 00:00,Returns,1
116,18-01-2024 00:00,sensor_trigger,7
664,18-01-2024 00:00,Returns,1
961,18-01-2024 00:00,email_open,2
476,18-01-2024 00:00,Returns,1
907,18-01-2024 00:00,email_open,4
812,18-01-2024 00:00,Complaints,2
193,18-01-2024 00:00,Complaints,3
219,18-01-2024 00:00,Complaints,3
36,18-01-2024 00:00,email_open,4
15,18-01-2024 00:00,email_open,2
640,19-01-2024 00:00,login,3
992,19-01-2024 00:00,email_open,4
454,19-01-2024 00:00,Returns,1
821,19-01-2024 00:00,Complaints,1
13,19-01-2024 00:00,Complaints,2
867,19-01-2024 00:00,email_open,3
895,19-01-2024 00:00,login,4
905,19-01-2024 00:00,Complaints,1
965,19-01-2024 00:00,Complaints,2
312,19-01-2024 00:00,Complaints,3
523,19-01-2024 00:00,login,1
972,19-01-2024 00:00,email_open,1
544,19-01-2024 00:00,login,3
979,19-01-2024 00:00,Complaints,7
268,19-01-2024 00:00,Complaints,5
132,19-01-2024 00:00,Returns,1
63,19-01-2024 00:00,login,2
406,19-01-2024 00:00,email_open,1
775,19-01-2024 00:00,Returns,2
526,19-01-2024 00:00,login,4
45,19-01-2024 00:00,sensor_trigger,2
796,19-01-2024 00:00,Returns,1
195,19-01-2024 00:00,Returns,1
759,19-01-2024 00:00,email_open,2
622,20-01-2024 00:00,Returns,2
326,20-01-2024 00:00,Complaints,5
606,20-01-2024 00:00,Complaints,1
91,20-01-2024 00:00,Returns,1
815,20-01-2024 00:00,Complaints,3
41,20-01-2024 00:00,email_open,1
676,20-01-2024 00:00,sensor_trigger,9
710,20-01-2024 00:00,sensor_trigger,5
868,20-01-2024 00:00,Complaints,6
528,20-01-2024 00:00,sensor_trigger,9
777,20-01-2024 00:00,Complaints,4
78,20-01-2024 00:00,login,2
452,20-01-2024 00:00,Returns,1
365,20-01-2024 00:00,sensor_trigger,3
885,20-01-2024 00:00,sensor_trigger,2
215,20-01-2024 00:00,Returns,1
114,20-01-2024 00:00,login,4
956,20-01-2024 00:00,email_open,1
137,20-01-2024 00:00,sensor_trigger,1
235,20-01-2024 00:00,login,4
451,20-01-2024 00:00,Returns,2
981,20-01-2024 00:00,sensor_trigger,6
200,20-01-2024 00:00,email_open,1
475,20-01-2024 00:00,sensor_trigger,6
568,20-01-2024 00:00,login,2
530,20-01-2024 00:00,Returns,2
397,20-01-2024 00:00,Returns,1
34,20-01-2024 00:00,Complaints,5
284,20-01-2024 00:00,Complaints,2
381,20-01-2024 00:00,Complaints,4
768,20-01-2024 00:00,email_open,2
658,20-01-2024 00:00,sensor_trigger,6
722,20-01-2024 00:00,Complaints,2
457,21-01-2024 00:00,sensor_trigger,5
905,21-01-2024 00:00,Complaints,5
522,21-01-2024 00:00,email_open,4
558,21-01-2024 00:00,sensor_trigger,7
778,21-01-2024 00:00,email_open,2
436,21-01-2024 00:00,Complaints,6
957,21-01-2024 00:00,email_open,1
721,21-01-2024 00:00,Complaints,1
380,21-01-2024 00:00,Returns,1
230,21-01-2024 00:00,sensor_trigger,9
528,21-01-2024 00:00,Returns,1
855,21-01-2024 00:00,email_open,2
363,21-01-2024 00:00,Returns,1
729,21-01-2024 00:00,email_open,4
620,21-01-2024 00:00,login,1
549,21-01-2024 00:00,Complaints,5
882,21-01-2024 00:00,Complaints,2
792,21-01-2024 00:00,Complaints,5
193,21-01-2024 00:00,email_open,3
397,21-01-2024 00:00,email_open,4
847,21-01-2024 00:00,sensor_trigger,4
802,21-01-2024 00:00,login,2
888,21-01-2024 00:00,sensor_trigger,4
703,21-01-2024 00:00,email_open,4
926,21-01-2024 00:00,email_open,2
1,21-01-2024 00:00,sensor_trigger,5
320,21-01-2024 00:00,login,1
765,21-01-2024 00:00,email_open,4
430,21-01-2024 00:00,login,3
313,21-01-2024 00:00,email_open,1
266,21-01-2024 00:00,Complaints,4
615,21-01-2024 00:00,sensor_trigger,7
645,21-01-2024 00:00,sensor_trigger,5
54,21-01-2024 00:00,Returns,2
752,21-01-2024 00:00,Returns,1
306,21-01-2024 00:00,sensor_trigger,6
480,22-01-2024 00:00,login,2
679,22-01-2024 00:00,Returns,1
630,22-01-2024 00:00,sensor_trigger,4
78,22-01-2024 00:00,sensor_trigger,2
438,22-01-2024 00:00,Complaints,1
275,22-01-2024 00:00,email_open,1
90,22-01-2024 00:00,email_open,4
626,22-01-2024 00:00,login,4
930,22-01-2024 00:00,email_open,2
216,22-01-2024 00:00,sensor_trigger,7
521,22-01-2024 00:00,Returns,1
385,22-01-2024 00:00,Returns,1
773,22-01-2024 00:00,Returns,2
177,22-01-2024 00:00,email_open,3
636,22-01-2024 00:00,Returns,2
431,22-01-2024 00:00,login,4
325,22-01-2024 00:00,Complaints,2
480,22-01-2024 00:00,email_open,3
179,23-01-2024 00:00,Complaints,7
782,23-01-2024 00:00,sensor_trigger,2
117,23-01-2024 00:00,email_open,2
821,23-01-2024 00:00,login,4
47,23-01-2024 00:00,login,3
633,23-01-2024 00:00,login,3
269,23-01-2024 00:00,sensor_trigger,2
76,23-01-2024 00:00,Complaints,7
879,23-01-2024 00:00,email_open,4
587,23-01-2024 00:00,email_open,4
925,23-01-2024 00:00,login,4
163,23-01-2024 00:00,login,3
546,23-01-2024 00:00,login,2
339,23-01-2024 00:00,sensor_trigger,1
345,23-01-2024 00:00,email_open,4
537,23-01-2024 00:00,Complaints,2
722,23-01-2024 00:00,Returns,1
899,23-01-2024 00:00,login,2
860,23-01-2024 00:00,Returns,2
654,23-01-2024 00:00,Returns,1
453,23-01-2024 00:00,Returns,1
212,23-01-2024 00:00,sensor_trigger,8
841,23-01-2024 00:00,login,2
777,23-01-2024 00:00,Complaints,6
921,23-01-2024 00:00,Returns,2
510,23-01-2024 00:00,login,2
695,23-01-2024 00:00,sensor_trigger,6
880,23-01-2024 00:00,sensor_trigger,9
616,23-01-2024 00:00,sensor_trigger,8
339,23-01-2024 00:00,Returns,1
212,23-01-2024 00:00,Returns,1
752,23-01-2024 00:00,Returns,1
831,23-01-2024 00:00,sensor_trigger,2
942,23-01-2024 00:00,email_open,3
590,23-01-2024 00:00,Returns,1
431,23-01-2024 00:00,email_open,1
24,24-01-2024 00:00,email_open,3
66,24-01-2024 00:00,Complaints,5
170,24-01-2024 00:00,Returns,1
881,24-01-2024 00:00,sensor_trigger,8
365,24-01-2024 00:00,sensor_trigger,1
322,24-01-2024 00:00,Returns,2
947,24-01-2024 00:00,login,2
808,24-01-2024 00:00,sensor_trigger,7
543,24-01-2024 00:00,Returns,2
501,24-01-2024 00:00,Returns,2
387,24-01-2024 00:00,login,2
655,24-01-2024 00:00,login,1
996,24-01-2024 00:00,email_open,4
26,24-01-2024 00:00,sensor_trigger,2
178,24-01-2024 00:00,email_open,1
731,24-01-2024 00:00,email_open,2
180,24-01-2024 00:00,Complaints,4
54,24-01-2024 00:00,email_open,4
585,24-01-2024 00:00,Complaints,6
23,24-01-2024 00:00,login,1
822,24-01-2024 00:00,email_open,1
35,24-01-2024 00:00,sensor_trigger,7
454,24-01-2024 00:00,sensor_trigger,9
780,24-01-2024 00:00,Complaints,3
295,24-01-2024 00:00,login,3
576,25-01-2024 00:00,email_open,2
163,25-01-2024 00:00,email_open,4
764,25-01-2024 00:00,Returns,2
631,25-01-2024 00:00,email_open,1
164,25-01-2024 00:00,email_open,1
847,25-01-2024 00:00,email_open,1
764,25-01-2024 00:00,email_open,4
99,25-01-2024 00:00,sensor_trigger,2
166,25-01-2024 00:00,login,4
181,25-01-2024 00:00,email_open,2
799,25-01-2024 00:00,login,3
476,25-01-2024 00:00,sensor_trigger,9
391,25-01-2024 00:00,Complaints,6
605,25-01-2024 00:00,Returns,1
169,25-01-2024 00:00,email_open,3
310,25-01-2024 00:00,sensor_trigger,5
291,25-01-2024 00:00,email_open,2
639,25-01-2024 00:00,Complaints,1
571,25-01-2024 00:00,sensor_trigger,5
90,25-01-2024 00:00,email_open,1
435,25-01-2024 00:00,email_open,4
266,25-01-2024 00:00,email_open,1
326,25-01-2024 00:00,sensor_trigger,5
531,25-01-2024 00:00,sensor_trigger,8
68,25-01-2024 00:00,Returns,1
838,25-01-2024 00:00,email_open,4
692,25-01-2024 00:00,Complaints,6
261,25-01-2024 00:00,Complaints,3
370,25-01-2024 00:00,login,3
845,25-01-2024 00:00,email_open,2
175,25-01-2024 00:00,email_open,3
210,25-01-2024 00:00,login,1
419,25-01-2024 00:00,Returns,1
377,25-01-2024 00:00,login,2
39,26-01-2024 00:00,Complaints,5
377,26-01-2024 00:00,Complaints,5
745,26-01-2024 00:00,email_open,4
803,26-01-2024 00:00,login,4
422,26-01-2024 00:00,email_open,2
314,26-01-2024 00:00,Complaints,5
603,26-01-2024 00:00,email_open,2
433,26-01-2024 00:00,email_open,2
591,26-01-2024 00:00,Complaints,4
742,26-01-2024 00:00,Returns,1
102,26-01-2024 00:00,Returns,1
136,26-01-2024 00:00,email_open,2
639,26-01-2024 00:00,sensor_trigger,9
773,26-01-2024 00:00,email_open,2
